userID,itemID,styleID,rating
225,35036,1199,4.0
111,29687,395,4.5
1347,34362,394,4.0
3147,16074,1199,4.5
2292,28350,3268,3.5
8267,962,365,4.5
2908,20470,394,4.0
8285,1622,394,3.5
139,57110,14879,4.0
1402,41778,10541,4.0
7273,16073,1199,4.0
2276,962,365,5.0
5224,40815,12224,2.0
160,26201,453,2.0
1101,21822,1199,4.0
1576,30372,13831,3.5
3285,7463,1199,4.0
4823,29687,395,4.0
439,14413,2446,4.0
5060,48061,13614,3.5
7770,429,1,3.0
3462,48521,21516,3.5
2977,5441,1199,4.0
1850,1622,394,3.5
1514,727,263,4.5
3429,1018,263,3.0
4111,34146,1199,4.5
1810,58046,1075,3.5
1726,1504,568,3.5
1361,64727,7402,3.0
7742,1598,60,3.0
2675,7348,1199,4.5
1547,40153,14879,4.0
2626,962,365,3.5
2188,54265,395,4.5
2563,51483,9020,3.5
950,43091,16386,4.5
6882,19960,1199,4.0
5310,21822,1199,5.0
6297,20539,394,4.5
8214,10649,1454,1.0
5240,1550,394,4.0
5066,11757,1199,4.0
5957,21436,14,3.5
8056,1550,394,4.5
8166,436,163,3.5
4381,19960,1199,4.5
100,69386,24445,3.0
3130,7675,3268,3.0
462,5411,394,4.0
3399,34146,1199,4.0
7344,24905,1199,4.0
3482,11757,1199,4.0
6579,34569,850,3.0
4669,11757,1199,4.5
7266,15203,1497,5.0
786,5411,394,2.5
3342,961,365,4.5
6559,3003,395,3.5
1786,34146,1199,4.0
5558,33624,14879,4.5
1555,11757,1199,5.0
598,54028,1199,5.0
6498,962,365,4.0
6636,30682,765,3.0
1480,11757,1199,5.0
1953,34146,1199,3.5
3818,429,1,4.0
334,74027,850,4.0
1750,19960,1199,3.5
30,4073,1199,4.0
2051,5441,1199,4.5
3542,34590,365,4.0
5155,436,163,2.0
2027,48519,21516,3.0
3204,60511,1199,4.5
7597,20470,394,4.5
894,961,365,2.0
5175,512,14,4.5
1055,7047,1482,4.0
439,20891,568,2.5
197,7324,395,4.0
1642,7348,1199,5.0
5106,11757,1199,3.5
1843,33644,14879,4.5
6694,3824,1417,4.0
4347,7463,1199,4.5
3736,40595,10541,4.5
726,11757,1199,3.5
7244,16115,1199,4.0
4615,1504,568,3.0
1542,7463,1199,4.0
746,53495,365,4.0
999,20478,1199,4.5
4489,5761,807,4.0
2900,1123,395,4.0
8140,2106,394,4.0
679,68579,1199,4.5
1403,19960,1199,4.5
305,35036,1199,4.0
2828,16074,1199,4.5
1778,1791,60,4.5
1279,2780,850,4.5
1082,5441,1199,4.0
2675,17538,1199,4.0
5167,507,14,5.0
521,20478,1199,4.0
3768,436,163,1.5
3122,25382,394,4.0
4592,36670,394,4.5
7285,1018,263,4.0
4848,19960,1199,4.5
6330,20539,394,3.5
3748,16073,1199,3.0
2035,24905,1199,4.5
7427,7693,3282,4.0
3968,48301,18012,1.0
4792,1324,263,4.0
4781,5411,394,4.5
3798,48911,1199,3.0
4453,39299,3268,3.0
2321,48911,1199,2.5
7741,23669,14,4.5
3976,34146,1199,3.0
1138,19960,1199,4.5
3001,25852,1199,3.5
118,19960,1199,4.0
7427,1324,263,3.5
2664,24905,1199,4.0
5611,16074,1199,4.5
2971,56103,16517,4.5
4563,16074,1199,4.5
3012,4073,1199,3.5
2781,8679,1199,4.0
1037,19960,1199,4.5
5531,10602,4955,4.0
589,24905,1199,3.0
4229,5441,1199,4.0
1715,47658,1199,4.0
4783,5441,1199,4.0
3973,33644,14879,4.0
1336,59125,12224,2.0
2664,33644,14879,4.0
6760,24905,1199,4.5
2592,19960,1199,5.0
5350,23474,1199,3.5
1201,37518,14879,4.5
7460,20470,394,4.5
7508,727,263,3.5
2292,1621,394,4.5
7448,5441,1199,5.0
6838,33644,14879,4.0
3734,16074,1199,4.5
487,69060,395,3.0
5768,5441,1199,4.0
1939,58046,1075,4.0
6276,5441,1199,4.5
994,47658,1199,5.0
1603,7463,1199,4.5
317,76229,14,4.5
1484,11757,1199,4.0
1540,20478,1199,4.5
7742,176,60,4.0
3953,20478,1199,4.5
2356,11757,1199,4.5
391,24059,3268,3.5
8209,1622,394,4.5
3205,45450,2310,4.0
2494,19960,1199,4.5
1024,20478,1199,3.5
793,7348,1199,4.5
4841,7463,1199,4.5
7107,16073,1199,4.5
3326,8950,2446,3.5
728,34146,1199,4.0
7775,727,263,4.0
2782,19960,1199,5.0
2681,21800,14,4.0
1403,34146,1199,2.5
32,1525,568,3.5
2943,48911,1199,4.0
1371,25852,1199,4.0
8307,454,14,4.0
3402,429,1,5.0
6211,1122,395,4.0
3416,429,1,3.5
564,65089,1454,4.5
990,962,365,3.5
3214,34590,365,4.0
7225,436,163,1.5
4499,25414,1075,5.0
3001,1123,395,3.5
4557,11757,1199,4.5
1484,4904,1417,3.0
3356,13350,3268,3.5
7971,19261,6836,4.0
2563,43151,394,3.0
4994,1525,568,1.5
866,45260,16386,4.5
521,37518,14879,3.5
4592,21822,1199,3.0
2023,7348,1199,4.5
577,5441,1199,4.0
4478,11757,1199,4.5
7097,33644,14879,4.5
409,5441,1199,3.5
1963,55900,1199,2.5
2272,35649,3268,4.0
20,19960,1199,4.5
6411,1154,394,3.0
7915,16074,1199,3.5
43,35036,1199,4.5
1995,19960,1199,4.5
3393,20470,394,4.0
3393,60511,1199,4.0
176,55900,1199,3.5
3009,1324,263,4.0
3748,48148,7402,4.0
111,74145,26946,2.5
7893,960,365,4.0
13,966,365,4.0
1722,24905,1199,4.0
5237,178,60,3.5
3809,24905,1199,3.5
974,25852,1199,4.0
2932,11757,1199,4.5
1443,51917,14879,3.5
3301,24905,1199,4.5
641,7463,1199,4.0
1402,11757,1199,3.5
7906,12734,807,4.0
2941,4014,1315,3.5
4984,34146,1199,4.0
92,1622,394,3.5
2845,19960,1199,4.0
2988,33927,14879,4.0
2011,34361,394,4.5
770,45991,365,4.0
588,25414,1075,5.0
4186,727,263,4.0
334,33644,14879,3.5
1220,55900,1199,4.0
5206,1324,263,4.0
4019,11757,1199,4.5
4721,32371,2446,4.5
6632,21822,1199,4.5
4953,19261,6836,5.0
1315,5441,1199,4.0
14,14300,807,1.5
3,11757,1199,4.0
1344,17538,1199,4.5
5001,7675,3268,4.0
4767,4920,1315,4.0
216,52211,14879,4.0
4454,6825,1454,2.0
4397,21822,1199,4.5
6701,3824,1417,3.0
5072,16638,3268,1.5
5175,429,1,3.0
3707,33624,14879,4.0
425,1598,60,4.0
1352,52556,3268,4.0
7160,23474,1199,4.0
2149,11757,1199,4.5
6632,3806,1413,3.5
335,67170,14,4.0
2292,29145,263,4.5
3557,34362,394,4.0
2097,54028,1199,5.0
3434,6029,2414,2.5
1929,7348,1199,4.0
596,7348,1199,4.5
489,35036,1199,4.0
531,19960,1199,5.0
983,21704,263,4.5
6398,5411,394,4.5
6147,28350,3268,5.0
354,11757,1199,4.0
109,76685,23246,4.0
489,75087,394,3.5
4337,7463,1199,4.0
7915,1324,263,5.0
305,727,263,4.0
1037,3824,1417,3.5
8033,429,1,4.0
5917,44579,14756,3.0
958,20575,9020,4.0
937,962,365,4.0
4756,35717,365,3.5
424,72827,14879,4.5
521,16073,1199,3.5
3122,17538,1199,4.0
6236,1550,394,4.0
7172,436,163,3.5
1695,62631,23982,4.5
949,1018,263,4.5
3187,34146,1199,3.5
678,48555,21516,3.5
6991,638,14,4.0
4312,28950,13397,4.0
2152,47658,1199,5.0
6257,7463,1199,4.5
2093,960,365,4.5
7771,21822,1199,4.0
2579,19960,1199,4.5
273,16074,1199,4.0
4766,33624,14879,4.5
2206,41532,395,4.0
126,33644,14879,4.0
276,7463,1199,4.5
8060,3824,1417,3.5
335,51710,1199,4.5
1824,19309,2055,4.5
3911,19960,1199,3.0
486,727,263,4.5
2781,11757,1199,3.0
338,35036,1199,4.0
5324,1018,263,4.0
2125,41778,10541,4.0
401,21822,1199,4.5
1599,11757,1199,4.0
6871,16115,1199,5.0
3658,5441,1199,4.0
3485,34362,394,4.5
2664,29145,263,3.0
1521,4014,1315,3.5
6591,178,60,4.0
2199,33644,14879,5.0
5621,7348,1199,4.5
1052,35036,1199,4.0
4397,19960,1199,5.0
5331,23474,1199,3.5
476,74145,26946,3.0
7461,1122,395,4.5
1372,17538,1199,4.0
7022,727,263,3.0
2879,7463,1199,3.5
2610,1521,568,3.0
1443,21822,1199,4.5
4848,23474,1199,3.5
290,7675,3268,3.5
3485,35036,1199,4.0
4144,4014,1315,4.0
4173,33644,14879,5.0
4,43312,394,4.0
6429,1525,568,3.5
7929,1492,394,4.0
2377,67170,14,5.0
28,40815,12224,3.5
2338,3824,1417,3.5
25,6968,1315,3.0
4384,1324,263,3.5
3835,34146,1199,4.5
6504,1550,394,4.0
1472,727,263,4.0
2205,1622,394,3.5
3689,48526,14,3.0
1004,47695,14879,4.5
848,24905,1199,4.0
4124,21822,1199,4.5
546,58046,1075,4.0
746,962,365,3.0
4,1504,568,3.5
3818,21822,1199,4.0
1278,36862,14879,4.0
4173,25414,1075,2.5
1851,53010,7402,4.0
6264,7463,1199,3.5
4653,7348,1199,4.0
1176,4073,1199,4.0
4514,48466,3282,4.5
7214,429,1,4.5
7219,25656,9020,4.0
7890,1018,263,4.0
3090,3939,1417,4.0
7820,1621,394,2.5
712,69461,14879,4.0
728,17538,1199,4.0
4329,11757,1199,4.0
14,8310,2916,2.5
4538,48556,21516,3.5
2604,34146,1199,3.0
2092,3606,1315,4.0
6257,1122,395,4.0
1188,48911,1199,3.5
6342,11757,1199,4.5
196,72827,14879,3.5
2406,11757,1199,4.5
3029,11757,1199,4.0
927,47695,14879,4.5
5520,963,365,4.0
7617,27861,885,3.0
1476,13350,3268,4.0
3503,54134,14879,3.0
5639,10656,5049,4.0
2774,34146,1199,3.0
5950,20470,394,3.0
4737,52333,13905,3.5
3588,20470,394,4.0
1372,4014,1315,4.0
3537,1018,263,4.0
1000,51483,9020,5.0
6005,28373,9370,3.5
2206,3365,395,3.5
1595,40303,394,4.0
8004,1550,394,4.0
2200,33644,14879,4.5
7664,16115,1199,5.0
4994,8422,3282,3.5
3034,11757,1199,4.5
6257,19960,1199,4.0
1258,17538,1199,3.0
8019,436,163,1.5
13,5411,394,3.5
6292,1018,263,3.0
652,1554,568,2.0
139,71802,24445,4.0
4565,19960,1199,3.5
2948,47695,14879,4.0
2260,7463,1199,4.0
1695,10784,1075,4.5
5823,7463,1199,4.0
7717,5487,2098,4.5
3791,33624,14879,4.0
463,18313,4103,3.0
6216,20470,394,4.0
4592,43312,394,3.5
262,19960,1199,4.5
4792,16115,1199,4.0
1216,58850,3268,3.5
1092,66619,21516,3.0
3734,34146,1199,3.5
4555,34146,1199,4.0
1360,28350,3268,3.5
4107,1550,394,4.0
404,7348,1199,4.5
1143,23474,1199,4.0
1811,47695,14879,4.5
7902,1557,577,4.5
4573,10788,1075,2.5
3156,61939,5500,4.0
245,16074,1199,4.5
1622,16638,3268,4.0
8258,961,365,3.5
3689,21800,14,4.0
2902,21800,14,3.5
2152,28951,13397,4.0
343,4073,1199,3.5
920,7348,1199,4.5
4088,966,365,4.0
7353,29145,263,4.5
7070,2718,860,4.5
1175,33227,365,5.0
642,67171,14,4.5
7795,3939,1417,4.0
1649,68391,24445,3.0
3272,1324,263,4.0
4021,34146,1199,4.5
1553,48521,21516,3.0
1006,60511,1199,4.0
6267,24905,1199,3.5
3202,34361,394,4.5
5167,20478,1199,5.0
1780,15204,1497,3.5
604,52556,3268,3.0
3898,36167,395,3.5
983,37650,13831,2.0
3318,429,1,4.0
1739,2572,807,4.0
981,34146,1199,4.0
30,11757,1199,4.5
3205,7675,3268,3.5
5234,20539,394,4.5
8102,21822,1199,3.5
6231,429,1,2.0
2597,10265,3351,2.0
4003,19960,1199,5.0
7512,15280,5049,4.0
2794,4073,1199,4.0
2853,1622,394,4.0
6811,1525,568,4.0
2768,41778,10541,3.0
7122,1122,395,4.0
7678,11757,1199,4.0
3733,5411,394,4.0
3316,60511,1199,3.5
1366,47695,14879,4.5
1768,53468,1199,4.5
151,52211,14879,4.0
5857,16115,1199,4.0
3206,5441,1199,4.0
4298,11757,1199,5.0
930,17538,1199,1.5
931,43312,394,4.0
1525,48911,1199,4.5
111,47658,1199,4.5
2719,54731,263,3.5
1707,3810,1413,4.0
2406,16074,1199,4.0
920,59966,1199,3.5
6756,16074,1199,4.0
7427,4904,1417,4.0
1994,966,365,3.0
2321,25852,1199,4.5
3876,16074,1199,4.0
1435,20575,9020,3.5
4650,2740,860,3.0
2905,17538,1199,4.0
1143,5441,1199,4.0
3137,5441,1199,4.5
6706,36670,394,3.5
2278,49803,7345,4.5
5000,10784,1075,3.0
824,20817,1075,3.5
424,19960,1199,5.0
8177,1599,60,4.0
6526,7693,3282,5.0
2999,727,263,4.0
7865,1121,395,4.5
4065,55900,1199,3.0
7611,5441,1199,4.0
704,727,263,4.0
377,53779,14879,4.0
2119,24905,1199,4.0
5267,44909,394,4.0
1014,966,365,3.5
589,11757,1199,4.5
7242,29687,395,3.5
4006,28350,3268,4.5
2559,11757,1199,5.0
6113,3810,1413,4.0
3482,727,263,3.5
1097,48519,21516,3.0
6045,16074,1199,4.0
1313,10784,1075,4.5
6890,16073,1199,3.0
4519,1504,568,4.5
4924,5441,1199,4.5
1530,48911,1199,3.5
6313,1154,394,3.5
4949,29687,395,4.0
7757,436,163,3.0
3537,35649,3268,4.0
6127,16073,1199,4.0
2781,25468,568,4.0
111,21822,1199,3.5
5371,11757,1199,2.5
558,24905,1199,4.0
7917,1525,568,5.0
338,33880,3403,3.5
5027,11757,1199,4.5
1100,47658,1199,5.0
3641,33227,365,3.0
335,178,60,2.0
587,11757,1199,3.5
2104,3939,1417,4.0
419,7463,1199,4.0
477,4073,1199,3.5
8050,1018,263,4.5
807,69021,14,4.0
1450,21822,1199,4.5
2138,7348,1199,5.0
4915,11757,1199,4.0
7894,21556,568,3.5
4931,3824,1417,3.0
361,56071,1075,3.5
4841,19960,1199,5.0
2736,454,14,4.5
5223,19960,1199,5.0
8281,513,14,3.0
7582,429,1,2.0
4702,34146,1199,4.0
3856,34146,1199,5.0
6515,1414,163,4.0
848,21822,1199,5.0
7376,24905,1199,3.5
351,47695,14879,4.5
1376,48556,21516,3.5
7036,7324,395,4.0
6669,12073,5313,3.0
3447,966,365,4.5
3970,19960,1199,4.5
6461,7675,3268,4.0
578,7348,1199,4.0
5927,2784,765,1.0
1445,21822,1199,4.0
1324,21822,1199,4.5
8091,1492,394,3.5
1201,25852,1199,4.0
274,5441,1199,4.0
160,5411,394,3.0
4434,35649,3268,4.5
6782,17538,1199,3.0
3927,24905,1199,4.5
6638,25852,1199,4.5
7869,436,163,5.0
1691,1504,568,4.0
263,16115,1199,3.5
6395,16115,1199,4.0
4558,17538,1199,4.0
6212,429,1,5.0
197,17538,1199,4.0
5589,23474,1199,5.0
5257,4014,1315,3.5
7984,5411,394,3.5
4489,20891,568,2.0
2039,20893,9020,3.0
31,1324,263,4.0
21,7348,1199,4.5
124,56115,14879,3.5
3147,48911,1199,4.5
2726,48301,18012,2.5
1540,23474,1199,4.0
4600,20478,1199,4.0
877,54827,1199,4.0
2500,1122,395,4.5
3537,1622,394,3.5
2015,34590,365,5.0
3348,48521,21516,3.5
2170,5537,1315,3.5
7890,7463,1199,4.0
3374,17538,1199,4.0
1535,58053,395,4.0
922,47658,1199,4.5
6277,5441,1199,4.5
7260,3606,1315,4.0
7911,6968,1315,3.0
7132,4073,1199,4.0
1682,35036,1199,4.0
2503,33644,14879,4.5
1,56733,16890,2.5
1024,21822,1199,5.0
2472,5441,1199,3.5
645,35036,1199,4.0
3148,21556,568,3.5
7244,10001,14,4.5
334,47658,1199,5.0
4489,30571,1303,3.0
884,60511,1199,4.5
2880,56887,3268,2.5
2032,20478,1199,4.0
6337,436,163,2.5
598,37518,14879,4.5
2971,20470,394,4.0
949,11757,1199,4.5
7868,5441,1199,4.0
5048,7463,1199,3.5
6116,3939,1417,4.0
1225,24905,1199,3.5
1475,20560,2098,4.0
1193,33644,14879,4.0
2584,37403,1199,4.0
7467,1121,395,3.5
13,23668,10774,4.0
8293,3003,395,3.5
843,33644,14879,4.5
5188,47695,14879,5.0
2845,24905,1199,4.0
2162,20478,1199,3.5
5906,23474,1199,4.5
2011,20478,1199,4.0
5708,19960,1199,3.0
540,11456,577,3.5
3538,5441,1199,4.0
7155,1550,394,4.0
3521,20470,394,3.5
4692,19960,1199,4.5
13,34146,1199,4.5
3393,1324,263,4.0
7795,23013,10774,4.5
3576,22907,453,3.0
843,4904,1417,3.5
13,1598,60,2.5
2292,178,60,3.5
6500,176,60,3.5
5056,33624,14879,4.0
7222,16115,1199,4.0
3316,35649,3268,4.5
4230,11757,1199,4.0
2112,40153,14879,4.0
5905,436,163,2.0
983,8590,765,3.0
1120,64846,24447,4.0
1425,37518,14879,4.0
1244,7348,1199,5.0
4566,7324,395,4.0
3216,727,263,3.5
25,1504,568,4.5
3090,2725,850,3.5
376,48911,1199,3.5
4074,507,14,3.5
1715,48911,1199,4.0
8077,436,163,2.5
4432,36269,10541,3.5
347,11757,1199,4.0
3531,966,365,4.0
1568,11757,1199,4.0
2292,966,365,4.0
197,25852,1199,4.5
2025,11757,1199,4.5
1632,5441,1199,3.5
3806,19960,1199,3.0
3631,17538,1199,3.0
993,10784,1075,4.0
5761,429,1,5.0
779,53495,365,3.5
3412,5487,2098,4.0
18,19960,1199,4.0
1200,7675,3268,4.0
197,23474,1199,3.5
6374,5411,394,5.0
4235,34146,1199,5.0
4993,36167,395,3.0
2633,10784,1075,4.0
3020,11757,1199,4.0
21,16074,1199,3.0
3280,727,263,3.5
269,11757,1199,4.0
4511,1589,395,3.5
1123,17538,1199,3.5
2639,19960,1199,3.0
3443,40153,14879,2.5
2921,24905,1199,3.5
2843,33624,14879,4.0
8124,436,163,2.5
855,64727,7402,4.0
2859,40815,12224,1.5
3814,48911,1199,4.0
2888,34146,1199,4.5
2061,1525,568,3.5
7672,21822,1199,4.5
472,47658,1199,5.0
7742,178,60,3.5
6414,1504,568,4.0
4841,17538,1199,4.0
7103,16073,1199,1.0
220,11757,1199,5.0
6732,1152,394,3.5
4097,55900,1199,4.0
3393,59548,14879,5.0
7541,1550,394,4.5
7140,2106,394,4.5
245,36270,10541,3.5
7497,3517,394,4.0
3085,1622,394,4.5
5138,49452,1199,5.0
2001,48167,765,2.5
100,72823,24445,3.5
4249,35036,1199,4.0
5753,20539,394,5.0
5420,20478,1199,3.5
7266,5360,1497,4.0
3492,34808,13905,4.5
6632,176,60,2.5
5400,727,263,4.0
1632,25414,1075,4.0
3763,21556,568,3.5
2224,21822,1199,4.5
1231,35036,1199,4.0
1599,45743,14,2.5
2466,10001,14,3.5
2010,20478,1199,3.5
4622,5441,1199,4.5
1321,16074,1199,4.5
439,7348,1199,4.0
345,5659,1413,2.5
7244,8575,14,5.0
24,34590,365,3.5
1152,4920,1315,3.5
902,11757,1199,4.5
61,26012,807,4.0
1780,47659,1199,4.0
1923,11757,1199,4.0
982,19960,1199,4.0
7283,19046,3351,3.0
4893,17538,1199,3.0
4825,17538,1199,4.0
7411,727,263,5.0
1178,20893,9020,4.0
7356,16074,1199,4.0
190,3606,1315,4.0
2530,31704,13905,1.0
7363,19869,1199,4.5
1450,1018,263,3.5
1244,1825,394,4.5
6313,2324,394,4.5
5104,16074,1199,5.0
2011,37403,1199,5.0
3461,7348,1199,4.0
2815,46670,16386,4.5
7746,20470,394,2.5
3906,57110,14879,4.0
4949,1504,568,4.0
8192,6551,1254,1.5
1044,19960,1199,4.5
6181,9906,394,4.5
2736,509,14,4.0
1826,727,263,4.0
4650,17538,1199,3.5
3719,28951,13397,3.5
2849,727,263,4.5
403,30273,12224,3.0
3483,40153,14879,4.5
8113,1521,568,4.5
2828,2106,394,4.5
367,60511,1199,3.5
2582,34146,1199,4.5
2563,33644,14879,4.0
248,1324,263,4.5
1152,16074,1199,4.5
136,25414,1075,4.5
1555,4073,1199,4.5
1615,38468,16269,4.5
7200,17538,1199,4.0
5620,20470,394,4.5
7557,1599,60,3.5
1963,7348,1199,4.5
5539,46249,16994,4.5
5672,727,263,3.5
7416,5411,394,5.0
796,1542,576,2.0
1599,963,365,4.5
5138,34146,1199,3.5
1183,73239,26816,4.0
33,9200,4103,3.0
7252,1123,395,4.0
2123,11757,1199,5.0
5193,5441,1199,4.0
490,33624,14879,4.0
3578,28952,13397,3.5
2688,19960,1199,5.0
6591,22591,9370,3.5
1123,16074,1199,5.0
6805,5487,2098,3.5
6500,20478,1199,3.5
5341,11757,1199,5.0
352,72827,14879,4.5
79,11757,1199,4.0
4706,45260,16386,3.5
3174,19960,1199,4.0
1362,47712,395,4.0
2276,3003,395,4.0
5037,16074,1199,3.0
6671,5441,1199,4.0
4439,35036,1199,4.5
1389,34146,1199,3.5
872,20478,1199,4.0
5340,35036,1199,4.5
2287,19960,1199,4.0
5572,25468,568,4.0
4115,34146,1199,4.0
5562,16115,1199,4.0
3809,7348,1199,4.5
3512,11757,1199,4.0
482,5441,1199,4.5
190,40815,12224,3.0
261,7463,1199,4.0
2282,19960,1199,4.5
4365,19960,1199,4.0
4584,35036,1199,4.0
6280,16074,1199,3.0
1844,24905,1199,3.5
1824,49077,1199,4.0
6893,20470,394,3.0
7223,17538,1199,4.5
1119,34146,1199,4.0
1264,11757,1199,3.5
7363,20480,1199,5.0
31,967,365,3.0
1411,20818,1075,4.5
2910,17538,1199,4.5
2104,1550,394,3.5
3389,23474,1199,4.0
1762,429,1,2.5
1520,17538,1199,4.5
2001,966,365,4.0
1542,60511,1199,4.0
28,19960,1199,4.5
6517,20478,1199,4.0
1484,52211,14879,4.0
2563,27664,11715,4.0
2140,16074,1199,5.0
4365,5441,1199,4.5
2800,36269,10541,3.5
1429,20893,9020,2.5
1055,47864,13614,4.0
439,7463,1199,3.5
3542,10784,1075,3.0
1298,2106,394,5.0
695,20470,394,3.5
4620,2572,807,4.5
2696,17538,1199,4.0
387,19960,1199,4.5
7481,5487,2098,2.5
6528,1599,60,2.0
1068,17538,1199,3.5
6402,2106,394,4.5
2794,43312,394,4.0
2373,33644,14879,4.0
3797,7348,1199,4.0
7318,1324,263,4.0
1910,7463,1199,4.5
4495,26352,2100,3.0
7984,962,365,4.5
4468,3606,1315,3.5
1877,34590,365,3.5
6797,36376,13905,4.0
3090,2776,850,4.5
981,11757,1199,4.5
3059,58053,395,3.5
486,20470,394,5.0
734,429,1,3.5
4523,1123,395,4.0
2152,4073,1199,3.5
3691,25382,394,3.5
1244,28952,13397,3.5
877,19099,1,3.0
7574,17538,1199,3.5
648,4073,1199,3.0
2185,34146,1199,4.5
4936,25468,568,5.0
5465,5441,1199,3.5
5848,43396,16994,3.0
100,66848,24445,3.5
5967,28350,3268,4.0
5845,20470,394,4.0
5982,436,163,4.0
666,41778,10541,4.0
7058,3824,1417,3.5
2910,7348,1199,4.5
8220,1791,60,3.5
2423,1554,568,2.5
4565,33624,14879,4.0
2402,28951,13397,4.0
1632,28951,13397,4.0
6850,29145,263,4.5
3908,35378,395,4.0
4494,34146,1199,4.0
659,19309,2055,3.0
1740,1550,394,4.5
5336,35036,1199,3.5
6342,4073,1199,4.0
3771,35036,1199,4.5
6591,17526,2464,4.0
3045,29687,395,3.5
5257,34146,1199,4.5
8193,9240,3965,3.5
4888,29687,395,4.5
1811,41816,1199,4.5
7019,8422,3282,4.5
338,16074,1199,3.5
1499,20478,1199,5.0
1445,20539,394,4.0
3443,11757,1199,5.0
1818,1504,568,4.0
7588,7694,3282,4.0
3099,16074,1199,4.5
927,58046,1075,5.0
5319,25382,394,4.0
5095,429,1,4.0
1052,24905,1199,3.5
2106,429,1,4.5
5718,20470,394,4.0
2467,21822,1199,3.5
1528,19960,1199,4.5
4960,21822,1199,4.5
598,3824,1417,4.0
6451,11757,1199,4.5
3009,16074,1199,4.0
2992,10785,1075,4.0
1428,7167,1315,4.5
6966,7463,1199,3.5
1127,5441,1199,4.5
100,65400,24445,4.5
2629,727,263,4.0
4557,19960,1199,3.5
6815,36670,394,4.0
5045,19960,1199,3.5
1379,515,14,3.5
1838,436,163,4.0
2402,20539,394,3.5
939,33644,14879,3.5
707,33644,14879,3.5
2478,56978,21841,4.5
5250,11757,1199,4.0
7363,11757,1199,5.0
2292,55900,1199,4.0
1823,7463,1199,4.5
7432,4110,14,4.0
4327,20478,1199,4.0
